sim_number	index_location_0,index_location_1,index_location_2,index_location_3,index_location_4,index_location_5,index_location_6,index_location_7,index_location_8,index_location_9	R_0_0,R_0_1,R_0_2,R_0_3,R_0_4,R_0_5,R_0_6,R_0_7,R_0_8,R_0_9	S_0_0,S_0_1,S_0_2,S_0_3,S_0_4,S_0_5,S_0_6,S_0_7,S_0_8,S_0_9	beta_0,beta_1,beta_2,beta_3,beta_4,beta_5,beta_6,beta_7,beta_8,beta_9 	mu	sampling_rate_0,sampling_rate_1,sampling_rate_2,sampling_rate_3,sampling_rate_4,sampling_rate_5,sampling_rate_6,sampling_rate_7,sampling_rate_8,sampling_rate_9	max_tips	mean_migration_rate	 tree_length	num_tips	mean_branch_length	loc0_imports_per_capita_from_0,loc0_imports_per_capita_from_1,loc0_imports_per_capita_from_2,loc0_imports_per_capita_from_3,loc0_imports_per_capita_from_4,loc0_imports_per_capita_from_5,loc0_imports_per_capita_from_6,loc0_imports_per_capita_from_7,loc0_imports_per_capita_from_8,loc0_imports_per_capita_from_9:loc1_imports_per_capita_from_0,loc1_imports_per_capita_from_1,loc1_imports_per_capita_from_2,loc1_imports_per_capita_from_3,loc1_imports_per_capita_from_4,loc1_imports_per_capita_from_5,loc1_imports_per_capita_from_6,loc1_imports_per_capita_from_7,loc1_imports_per_capita_from_8,loc1_imports_per_capita_from_9:loc2_imports_per_capita_from_0,loc2_imports_per_capita_from_1,loc2_imports_per_capita_from_2,loc2_imports_per_capita_from_3,loc2_imports_per_capita_from_4,loc2_imports_per_capita_from_5,loc2_imports_per_capita_from_6,loc2_imports_per_capita_from_7,loc2_imports_per_capita_from_8,loc2_imports_per_capita_from_9:loc3_imports_per_capita_from_0,loc3_imports_per_capita_from_1,loc3_imports_per_capita_from_2,loc3_imports_per_capita_from_3,loc3_imports_per_capita_from_4,loc3_imports_per_capita_from_5,loc3_imports_per_capita_from_6,loc3_imports_per_capita_from_7,loc3_imports_per_capita_from_8,loc3_imports_per_capita_from_9:loc4_imports_per_capita_from_0,loc4_imports_per_capita_from_1,loc4_imports_per_capita_from_2,loc4_imports_per_capita_from_3,loc4_imports_per_capita_from_4,loc4_imports_per_capita_from_5,loc4_imports_per_capita_from_6,loc4_imports_per_capita_from_7,loc4_imports_per_capita_from_8,loc4_imports_per_capita_from_9:loc5_imports_per_capita_from_0,loc5_imports_per_capita_from_1,loc5_imports_per_capita_from_2,loc5_imports_per_capita_from_3,loc5_imports_per_capita_from_4,loc5_imports_per_capita_from_5,loc5_imports_per_capita_from_6,loc5_imports_per_capita_from_7,loc5_imports_per_capita_from_8,loc5_imports_per_capita_from_9:loc6_imports_per_capita_from_0,loc6_imports_per_capita_from_1,loc6_imports_per_capita_from_2,loc6_imports_per_capita_from_3,loc6_imports_per_capita_from_4,loc6_imports_per_capita_from_5,loc6_imports_per_capita_from_6,loc6_imports_per_capita_from_7,loc6_imports_per_capita_from_8,loc6_imports_per_capita_from_9:loc7_imports_per_capita_from_0,loc7_imports_per_capita_from_1,loc7_imports_per_capita_from_2,loc7_imports_per_capita_from_3,loc7_imports_per_capita_from_4,loc7_imports_per_capita_from_5,loc7_imports_per_capita_from_6,loc7_imports_per_capita_from_7,loc7_imports_per_capita_from_8,loc7_imports_per_capita_from_9:loc8_imports_per_capita_from_0,loc8_imports_per_capita_from_1,loc8_imports_per_capita_from_2,loc8_imports_per_capita_from_3,loc8_imports_per_capita_from_4,loc8_imports_per_capita_from_5,loc8_imports_per_capita_from_6,loc8_imports_per_capita_from_7,loc8_imports_per_capita_from_8,loc8_imports_per_capita_from_9:loc9_imports_per_capita_from_0,loc9_imports_per_capita_from_1,loc9_imports_per_capita_from_2,loc9_imports_per_capita_from_3,loc9_imports_per_capita_from_4,loc9_imports_per_capita_from_5,loc9_imports_per_capita_from_6,loc9_imports_per_capita_from_7,loc9_imports_per_capita_from_8,loc9_imports_per_capita_from_9	 infections_per_capita_0,infections_per_capita_1,infections_per_capita_2,infections_per_capita_3,infections_per_capita_4,infections_per_capita_5,infections_per_capita_6,infections_per_capita_7,infections_per_capita_8,infections_per_capita_9	time_of_first_import_0,time_of_first_import_1,time_of_first_import_2,time_of_first_import_3,time_of_first_import_4,time_of_first_import_5,time_of_first_import_6,time_of_first_import_7,time_of_first_import_8,time_of_first_import_9	proportion_tips_sampled 	time_of_mass_sample	runtime	num_I_at_mass_sample_time	num_extant_sampled
sim300	1,0,0,0,0	6.66620,6.66620,6.66620,6.66620,6.66620,6.66620,6.66620,6.66620,6.66620,6.66620	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000092126,0.000000092126,0.000000092126,0.000000092126,0.000000092126,0.000000092126,0.000000092126,0.000000092126,0.000000092126,0.000000092126	.01050	.00332,.00332,.00332,.00332,.00332,.00332,.00332,.00332,.00332,.00332	499	.00078	100.00000920	135	15.19980940	0,0,0,0,0,0,0,0,0,0:1e-05,0,0,0,0,0,0,0,0,0:1e-05,0,0,0,0,0,0,0,0,0:1e-05,1e-05,0,0,0,0,0,0,0,0:1e-05,0,0,0,0,0,0,0,0,0:1e-05,1e-05,0,0,0,0,0,0,0,0:1e-05,0,0,0,0,0,0,0,0,0:1e-05,1e-05,0,0,0,0,0,0,0,0:1e-05,1e-05,0,0,0,0,0,0,0,0:1e-05,1e-05,0,0,0,0,0,0,0,0	0.000998,0.000736,7.1e-05,2.3e-05,0.000197,0.000249,4.2e-05,2.8e-05,7.6e-05,0.000286	0,25.23784045,36.37970284,55.47978204,18.94036561,44.27383035,66.22759596,67.75142167,56.79578819,24.97486751	1	100	100	2235	19
sim310	0,1,0,0,0	3.78002,3.78002,3.78002,3.78002,3.78002,3.78002,3.78002,3.78002,3.78002,3.78002	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000116046,0.000000116046,0.000000116046,0.000000116046,0.000000116046,0.000000116046,0.000000116046,0.000000116046,0.000000116046,0.000000116046	.02919	.00151,.00151,.00151,.00151,.00151,.00151,.00151,.00151,.00151,.00151	499	.00049	100.00000983	204	18.68657097	0,3e-05,0,0,0,0,0,0,1e-05,0:0,0,0,0,0,0,0,0,0,0:0,3e-05,0,0,0,1e-05,0,0,0,0:0,3e-05,0,0,0,0,0,0,0,0:0,2e-05,0,0,0,0,0,0,0,0:0,4e-05,0,0,1e-05,0,0,0,0,0:0,2e-05,0,0,0,0,0,0,0,0:0,3e-05,0,0,0,0,0,0,0,0:0,3e-05,0,0,0,0,0,0,0,0:0,2e-05,0,0,1e-05,0,0,0,0,0	0.000277,0.006743,6.2e-05,8e-05,0.00096,0.00076,0.000339,0.000233,0.000895,0.00026	33.80994111,0,74.53560192,22.99258764,41.60733969,34.591681,52.30015968,49.2389445,24.67975668,24.159434	1	100	100	7758	69
sim311	0,0,1,0,0	7.50500,7.50500,7.50500,7.50500,7.50500,7.50500,7.50500,7.50500,7.50500,7.50500	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000122631,0.000000122631,0.000000122631,0.000000122631,0.000000122631,0.000000122631,0.000000122631,0.000000122631,0.000000122631,0.000000122631	.01492	.00142,.00142,.00142,.00142,.00142,.00142,.00142,.00142,.00142,.00142	499	.00209	100.00000947	72	16.67312194	0,0,2e-05,0,1e-05,1e-05,0,0,1e-05,0:0,0,2e-05,0,2e-05,1e-05,0,0,0,1e-05:0,0,0,0,1e-05,0,0,0,1e-05,0:0,0,3e-05,0,2e-05,0,1e-05,0,0,0:0,0,2e-05,0,0,1e-05,0,0,0,0:0,0,2e-05,0,1e-05,0,1e-05,0,1e-05,0:0,0,2e-05,0,2e-05,0,0,0,1e-05,0:0,0,2e-05,0,1e-05,0,0,0,0,0:0,0,2e-05,0,1e-05,1e-05,1e-05,0,0,0:0,0,2e-05,0,1e-05,0,0,0,0,0	0.000126,0.000164,0.001468,0.000161,0.000833,0.000379,0.000242,9.5e-05,0.000362,0.000133	60.10391516,54.00452053,0,66.29096121,30.54510852,59.7791555,54.13927361,71.5042486,60.91976544,64.04491346	1	100	100	3443	35
sim318	0,0,0,0,1	5.15408,5.15408,5.15408,5.15408,5.15408,5.15408,5.15408,5.15408,5.15408,5.15408	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000098855,0.000000098855,0.000000098855,0.000000098855,0.000000098855,0.000000098855,0.000000098855,0.000000098855,0.000000098855,0.000000098855	.01434	.00484,.00484,.00484,.00484,.00484,.00484,.00484,.00484,.00484,.00484	499	.00342	100.00000955	199	14.22082653	0,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,0,3e-05,1e-05:1e-05,0,0,2e-05,0,1e-05,1e-05,1e-05,3e-05,1e-05:1e-05,0,0,1e-05,1e-05,2e-05,1e-05,1e-05,2e-05,2e-05:1e-05,2e-05,1e-05,0,1e-05,1e-05,2e-05,1e-05,2e-05,1e-05:1e-05,1e-05,1e-05,2e-05,0,1e-05,1e-05,2e-05,1e-05,1e-05:1e-05,1e-05,1e-05,2e-05,1e-05,0,1e-05,1e-05,2e-05,2e-05:1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,2e-05,2e-05:1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,0,3e-05,1e-05:1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,2e-05,1e-05,0,1e-05:1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,3e-05,0	0.000291,0.000294,0.000231,0.000367,0.000205,0.000394,0.000468,0.000255,0.000731,0.000363	15.12122866,10.05106476,45.37520677,22.36607954,55.19441642,29.83511383,26.31243721,36.78270537,0,25.55690914	1	100	100	2867	34
sim319	0,1,0,0,0	4.29584,4.29584,4.29584,4.29584,4.29584,4.29584,4.29584,4.29584,4.29584,4.29584	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000125309,0.000000125309,0.000000125309,0.000000125309,0.000000125309,0.000000125309,0.000000125309,0.000000125309,0.000000125309,0.000000125309	.02700	.00217,.00217,.00217,.00217,.00217,.00217,.00217,.00217,.00217,.00217	499	.00436	100.00000994	499	19.47259527	0,0.00026,0.00021,0.00022,0.00018,0.00016,0.00023,0.00019,0.00018,0.00019:0.00015,0,0.00019,2e-04,0.00019,0.00017,0.00023,0.00017,0.00019,2e-04:0.00016,0.00027,0,0.00023,2e-04,0.00018,0.00021,0.00016,0.00019,0.00021:0.00017,0.00027,0.00021,0,0.00018,0.00018,0.00024,0.00016,0.00018,0.00022:0.00017,0.00029,2e-04,0.00021,0,0.00018,0.00023,0.00019,0.00017,0.00019:0.00017,0.00031,0.00021,0.00022,0.00019,0,0.00026,0.00019,0.00018,0.00021:0.00015,0.00029,0.00019,2e-04,0.00019,0.00016,0,0.00017,0.00019,2e-04:0.00016,0.00025,2e-04,0.00022,0.00019,0.00016,0.00022,0,0.00017,2e-04:0.00016,0.00029,0.00021,0.00024,0.00018,0.00016,0.00024,0.00017,0,0.00019:0.00013,0.00028,0.00021,2e-04,0.00021,0.00015,0.00024,0.00018,0.00017,0	0.004546,0.007779,0.005589,0.00609,0.005505,0.00499,0.006609,0.004901,0.004861,0.005668	24.35767197,0,16.06181713,24.50164284,10.56469121,11.4732228,22.94308384,35.10268879,11.91025056,19.75074162	0.36881	100	100	43438	160
sim320	0,0,1,0,0	2.44568,2.44568,2.44568,2.44568,2.44568,2.44568,2.44568,2.44568,2.44568,2.44568	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000077699,0.000000077699,0.000000077699,0.000000077699,0.000000077699,0.000000077699,0.000000077699,0.000000077699,0.000000077699,0.000000077699	.02828	.00349,.00349,.00349,.00349,.00349,.00349,.00349,.00349,.00349,.00349	499	.00106	100.00000824	22	16.75751353	0,0,1e-05,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0	3e-06,4.6e-05,0.000144,5e-06,2e-06,0,0,0,7e-06,5.8e-05	45.95350854,44.44432737,0,55.3832148,50.97435748,72.58418441,74.35036548,66.3734872,64.98422102,30.80814152	1	100	100	146	2
sim321	0,0,0,0,1	3.24716,3.24716,3.24716,3.24716,3.24716,3.24716,3.24716,3.24716,3.24716,3.24716	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000167975,0.000000167975,0.000000167975,0.000000167975,0.000000167975,0.000000167975,0.000000167975,0.000000167975,0.000000167975,0.000000167975	.04716	.00457,.00457,.00457,.00457,.00457,.00457,.00457,.00457,.00457,.00457	499	.00352	100.00000999	194	9.91565813	0,3e-05,0,0,1e-05,1e-05,0,1e-05,2e-05,1e-05:1e-05,0,0,0,0,1e-05,0,1e-05,2e-05,0:0,3e-05,0,1e-05,0,1e-05,0,2e-05,2e-05,0:0,3e-05,1e-05,0,1e-05,1e-05,0,1e-05,2e-05,1e-05:0,3e-05,0,0,0,1e-05,0,1e-05,1e-05,0:0,3e-05,0,0,1e-05,0,1e-05,2e-05,2e-05,1e-05:1e-05,3e-05,0,0,1e-05,1e-05,0,1e-05,2e-05,0:0,4e-05,0,0,1e-05,1e-05,0,0,2e-05,1e-05:0,4e-05,1e-05,0,1e-05,1e-05,0,2e-05,0,1e-05:0,3e-05,1e-05,0,1e-05,1e-05,1e-05,1e-05,2e-05,0	0.000162,0.001637,0.000263,0.000152,0.000291,0.000504,0.000154,0.000625,0.000997,0.000252	54.61056309,51.19632444,38.24218135,52.33305437,53.93703252,62.15480304,55.55189053,0,45.16756005,67.52270978	1	100	100	3479	46
sim328	0,0,0,0,1	5.18666,5.18666,5.18666,5.18666,5.18666,5.18666,5.18666,5.18666,5.18666,5.18666	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000112135,0.000000112135,0.000000112135,0.000000112135,0.000000112135,0.000000112135,0.000000112135,0.000000112135,0.000000112135,0.000000112135	.01794	.00368,.00368,.00368,.00368,.00368,.00368,.00368,.00368,.00368,.00368	499	.00355	100.00000986	499	16.23241343	0,5e-05,6e-05,4e-05,1e-04,8e-05,7e-05,8e-05,1e-04,9e-05:7e-05,0,5e-05,5e-05,1e-04,7e-05,8e-05,6e-05,9e-05,8e-05:5e-05,6e-05,0,5e-05,1e-04,6e-05,8e-05,8e-05,1e-04,8e-05:5e-05,5e-05,5e-05,0,1e-04,6e-05,7e-05,7e-05,9e-05,7e-05:5e-05,6e-05,6e-05,6e-05,0,7e-05,7e-05,8e-05,0.00011,7e-05:6e-05,5e-05,5e-05,6e-05,9e-05,0,8e-05,7e-05,1e-04,8e-05:4e-05,5e-05,6e-05,4e-05,1e-04,7e-05,0,7e-05,1e-04,7e-05:6e-05,6e-05,6e-05,6e-05,0.00011,6e-05,8e-05,0,0.00011,9e-05:6e-05,7e-05,6e-05,5e-05,0.00012,6e-05,8e-05,9e-05,0,8e-05:6e-05,6e-05,5e-05,6e-05,8e-05,7e-05,7e-05,8e-05,1e-04,0	0.001711,0.001797,0.001781,0.001688,0.003051,0.002232,0.002441,0.002381,0.003152,0.002301	45.33697665,21.3589854,25.47878642,8.32126316,0,24.41327603,26.40348415,14.63076496,25.17472519,35.13056872	0.520334	100	100	18153	103
sim333	0,1,0,0,0	5.75594,5.75594,5.75594,5.75594,5.75594,5.75594,5.75594,5.75594,5.75594,5.75594	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000086223,0.000000086223,0.000000086223,0.000000086223,0.000000086223,0.000000086223,0.000000086223,0.000000086223,0.000000086223,0.000000086223	.01412	.00086,.00086,.00086,.00086,.00086,.00086,.00086,.00086,.00086,.00086	499	.00085	100.00000978	76	22.32884516	0,0,0,0,0,0,2e-05,0,0,0:0,0,0,0,0,0,3e-05,0,0,1e-05:0,0,0,0,0,0,2e-05,0,0,0:0,0,0,0,0,0,3e-05,0,0,0:0,0,0,0,0,0,2e-05,0,0,0:0,0,0,0,0,0,2e-05,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,3e-05,0,0,0:0,0,0,0,0,0,2e-05,0,0,0:0,0,0,0,0,0,3e-05,0,0,0	6.3e-05,9.4e-05,0.000101,6.2e-05,0.000166,3.3e-05,0.002654,9.8e-05,0.000116,0.000198	53.10600827,33.76684224,51.33744356,53.76519684,36.69637423,45.26714158,0,54.27825631,42.13320256,39.55956327	1	100	100	2984	34
sim335	0,0,0,1,0	2.42348,2.42348,2.42348,2.42348,2.42348,2.42348,2.42348,2.42348,2.42348,2.42348	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000087342,0.000000087342,0.000000087342,0.000000087342,0.000000087342,0.000000087342,0.000000087342,0.000000087342,0.000000087342,0.000000087342	.03326	.00278,.00278,.00278,.00278,.00278,.00278,.00278,.00278,.00278,.00278	499	.00269	100.00000595	57	18.55282966	0,1e-05,0,1e-05,0,0,0,0,0,0:0,0,0,2e-05,0,1e-05,0,0,0,0:0,0,0,1e-05,0,0,0,0,0,0:0,1e-05,0,0,0,1e-05,0,1e-05,0,0:0,0,0,2e-05,0,1e-05,0,0,1e-05,0:0,1e-05,0,2e-05,1e-05,0,0,1e-05,0,0:0,0,0,1e-05,1e-05,0,0,0,0,0:1e-05,1e-05,0,1e-05,0,0,0,0,0,1e-05:0,0,0,1e-05,0,0,0,0,0,0:0,1e-05,0,2e-05,0,0,0,1e-05,1e-05,0	9.8e-05,0.000198,0.000118,0.000491,0.000127,0.000149,7.2e-05,0.000143,0.000136,6.2e-05	54.2426569,23.34934157,28.35009729,0,6.60941287,18.16014807,15.47057665,16.15132389,23.48291248,27.43981442	1	100	100	950	4
sim340	0,0,1,0,0	7.31276,7.31276,7.31276,7.31276,7.31276,7.31276,7.31276,7.31276,7.31276,7.31276	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000100696,0.000000100696,0.000000100696,0.000000100696,0.000000100696,0.000000100696,0.000000100696,0.000000100696,0.000000100696,0.000000100696	.01180	.00197,.00197,.00197,.00197,.00197,.00197,.00197,.00197,.00197,.00197	499	.00043	100.00000993	290	16.49342453	0,0,0,0,0,0,1e-05,4e-05,0,0:0,0,0,0,0,0,0,2e-05,0,0:0,0,0,0,0,0,1e-05,3e-05,0,0:0,0,0,0,0,0,1e-05,4e-05,0,0:0,0,0,0,0,0,0,3e-05,0,0:0,0,0,0,0,0,0,3e-05,0,0:0,0,0,0,0,0,0,4e-05,0,0:0,0,0,0,0,0,1e-05,0,0,0:0,0,0,0,0,0,0,3e-05,0,0:0,0,0,0,0,0,0,2e-05,0,0	0.00029,0.00014,6.6e-05,0.000372,8.8e-05,0.000289,0.000886,0.007519,0.000267,0.000106	59.195211,66.98758559,69.90677291,36.86142893,60.50992538,48.18442367,37.29084856,0,57.78187588,65.62190305	1	100	100	8615	81
sim341	0,1,0,0,0	7.16096,7.16096,7.16096,7.16096,7.16096,7.16096,7.16096,7.16096,7.16096,7.16096	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000113644,0.000000113644,0.000000113644,0.000000113644,0.000000113644,0.000000113644,0.000000113644,0.000000113644,0.000000113644,0.000000113644	.01248	.00339,.00339,.00339,.00339,.00339,.00339,.00339,.00339,.00339,.00339	499	.00415	100.00000991	499	17.65219787	0,0.00019,0.00012,0.00012,0.00011,0.00014,0.00015,0.00013,0.00013,0.00013:0.00012,0,0.00012,0.00014,0.00012,0.00014,0.00012,0.00011,0.00012,0.00012:0.00012,0.00019,0,0.00013,0.00014,0.00013,0.00015,0.00012,9e-05,0.00011:1e-04,0.00019,0.00012,0,0.00012,0.00013,0.00016,0.00011,0.00012,1e-04:0.00013,0.00021,0.00013,0.00011,0,0.00013,0.00017,0.00011,0.00011,0.00012:1e-04,2e-04,0.00012,0.00014,0.00012,0,0.00016,0.00012,0.00011,0.00013:0.00012,0.00021,0.00011,0.00016,1e-04,1e-04,0,0.00014,0.00013,0.00013:0.00012,2e-04,1e-04,0.00011,0.00011,0.00011,0.00014,0,1e-04,0.00011:0.00013,2e-04,0.00013,0.00014,0.00011,0.00013,0.00014,0.00012,0,0.00014:0.00011,2e-04,1e-04,0.00013,0.00012,0.00013,0.00016,0.00013,1e-04,0	0.0031,0.005283,0.00304,0.003521,0.003052,0.003443,0.003868,0.003153,0.003012,0.003365	14.61873627,0,32.60382003,21.49056906,20.11863607,34.28049404,24.33328678,29.73363148,26.61625491,26.91417706	0.370178	100	100	29851	113
sim343	0,0,0,0,1	3.46520,3.46520,3.46520,3.46520,3.46520,3.46520,3.46520,3.46520,3.46520,3.46520	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000120277,0.000000120277,0.000000120277,0.000000120277,0.000000120277,0.000000120277,0.000000120277,0.000000120277,0.000000120277,0.000000120277	.03175	.00296,.00296,.00296,.00296,.00296,.00296,.00296,.00296,.00296,.00296	499	.00085	100.00000979	83	14.43920623	0,1e-05,0,0,0,0,0,1e-05,0,0:0,0,0,0,0,0,0,1e-05,0,0:0,0,0,0,0,0,0,1e-05,0,0:0,0,0,0,0,0,0,1e-05,0,0:0,0,0,0,0,0,0,1e-05,0,0:0,0,0,0,0,0,0,1e-05,0,0:0,0,0,0,0,0,0,1e-05,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,1e-05,0,0:0,0,0,0,0,0,0,1e-05,0,0	2e-05,0.00042,0.000112,5.4e-05,3.3e-05,0.000127,5.6e-05,0.00157,0.000128,3.9e-05	73.49142146,50.5311389,61.70239091,62.25389888,60.0391972,63.85352792,63.26219067,0,54.53056977,76.92793899	1	100	100	1814	21
sim348	0,0,0,0,1	3.25520,3.25520,3.25520,3.25520,3.25520,3.25520,3.25520,3.25520,3.25520,3.25520	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000087890,0.000000087890,0.000000087890,0.000000087890,0.000000087890,0.000000087890,0.000000087890,0.000000087890,0.000000087890,0.000000087890	.02491	.00209,.00209,.00209,.00209,.00209,.00209,.00209,.00209,.00209,.00209	499	.00466	100.00000780	50	20.56676975	0,1e-05,0,1e-05,1e-05,2e-05,0,1e-05,1e-05,0:1e-05,0,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0:1e-05,1e-05,0,0,1e-05,1e-05,1e-05,1e-05,0,0:1e-05,2e-05,1e-05,0,1e-05,1e-05,0,1e-05,0,1e-05:1e-05,1e-05,1e-05,0,0,1e-05,0,0,0,1e-05:1e-05,1e-05,1e-05,0,1e-05,0,1e-05,1e-05,1e-05,0:1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,0,0:0,2e-05,1e-05,0,0,2e-05,1e-05,0,0,0:1e-05,1e-05,1e-05,1e-05,0,1e-05,0,1e-05,0,0:0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0	0.000127,0.000217,0.000145,0.000146,0.000126,0.000295,9.4e-05,0.000154,0.000126,5e-05	43.48682953,11.76421957,37.62422015,26.22672466,0,25.01375798,13.97848343,16.80987618,10.66138421,45.74933208	1	100	100	986	11
sim353	0,0,0,1,0	3.62840,3.62840,3.62840,3.62840,3.62840,3.62840,3.62840,3.62840,3.62840,3.62840	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000122712,0.000000122712,0.000000122712,0.000000122712,0.000000122712,0.000000122712,0.000000122712,0.000000122712,0.000000122712,0.000000122712	.02963	.00419,.00419,.00419,.00419,.00419,.00419,.00419,.00419,.00419,.00419	499	.00155	100.00000981	499	13.39793729	0,1e-05,1e-05,2e-05,2e-05,1e-05,6e-05,1e-05,2e-05,1e-05:1e-05,0,1e-05,2e-05,2e-05,1e-05,6e-05,1e-05,2e-05,1e-05:0,1e-05,0,2e-05,2e-05,1e-05,9e-05,1e-05,1e-05,1e-05:1e-05,1e-05,1e-05,0,1e-05,1e-05,6e-05,1e-05,2e-05,1e-05:1e-05,1e-05,1e-05,2e-05,0,1e-05,7e-05,1e-05,2e-05,1e-05:1e-05,0,1e-05,2e-05,1e-05,0,7e-05,1e-05,2e-05,1e-05:1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,2e-05,2e-05:1e-05,1e-05,1e-05,2e-05,2e-05,1e-05,7e-05,0,2e-05,1e-05:1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,6e-05,1e-05,0,1e-05:1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,8e-05,1e-05,1e-05,0	0.000657,0.000755,0.000896,0.001689,0.001138,9e-04,0.005197,0.00088,0.001495,0.000933	38.78166177,34.94282478,42.57600239,39.78419889,36.84977178,26.55693496,0,45.51358504,18.36404785,37.91349294	0.811382	100	100	10440	71
sim357	1,0,0,0,0	7.19462,7.19462,7.19462,7.19462,7.19462,7.19462,7.19462,7.19462,7.19462,7.19462	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000106552,0.000000106552,0.000000106552,0.000000106552,0.000000106552,0.000000106552,0.000000106552,0.000000106552,0.000000106552,0.000000106552	.01129	.00352,.00352,.00352,.00352,.00352,.00352,.00352,.00352,.00352,.00352	499	.00441	100.00000998	141	13.81190786	0,1e-05,1e-05,1e-05,2e-05,1e-05,2e-05,1e-05,1e-05,1e-05:1e-05,0,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,2e-05:1e-05,1e-05,0,1e-05,1e-05,2e-05,2e-05,2e-05,1e-05,1e-05:1e-05,1e-05,1e-05,0,2e-05,1e-05,2e-05,1e-05,1e-05,1e-05:2e-05,1e-05,1e-05,1e-05,0,2e-05,2e-05,1e-05,1e-05,1e-05:2e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,2e-05,2e-05,1e-05:1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,0,1e-05,1e-05,2e-05:1e-05,1e-05,1e-05,1e-05,2e-05,3e-05,2e-05,0,1e-05,2e-05:1e-05,2e-05,1e-05,1e-05,1e-05,2e-05,2e-05,2e-05,0,1e-05:1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,0	0.000268,0.000251,0.000213,0.000249,0.000299,0.000492,5e-04,0.000335,0.000276,0.000326	0,30.5185686,29.28843562,21.68262212,7.51657801,21.87527939,17.45299763,16.71073758,27.13952687,35.95110049	1	100	100	2751	28
